ViewTime is Morning and WeekDayIndex is 16
Got 2031 ratings from 889 users on 69 Items.
Training: 1229, validation: 388, test: 414
(1091, 1212, 4.0)
(1094, 1263, 3.0)
(1095, 1062, 3.0)
(1098, 1239, 3.0)
(1100, 1101, 3.0)
(1.4061290342131728e-32, 3.0)
(9.249822798376628e-32, 5.0)
(7.802099871102537e-33, 1.0)
(2.018110219692134e-32, 3.0)
(7.346586584663962e-32, 5.0)
(4.427520791990406e-32, 3.0)
(8.652608407466597e-32, 4.0)
(2.6344074455946946e-31, 5.0)
(1.0018093313751022e-31, 5.0)
(3.123775712566042e-32, 3.0)
(1.8040983713205035e-31, 2.0)
(8.635359131231031e-34, 3.0)
(3.86582887866006e-33, 1.0)
(8.852819057932459e-32, 3.0)
(9.945472747411354e-33, 1.0)
(2.1484447030284875e-34, 1.0)
(1.2173044068579484e-32, 3.0)
(1.2173044068579484e-32, 3.0)
(1.2173044068579484e-32, 3.0)
(1.2173044068579484e-32, 3.0)
(6.792453855234384e-32, 4.0)
(8.841607173229987e-32, 5.0)
(2.8256504721333345e-32, 3.0)
(8.739103608886278e-33, 3.0)
(3.110845247359485e-33, 3.0)
(2.2454497277990164e-32, 5.0)
(4.012869288710019e-32, 5.0)
(1.9999147803094492e-33, 2.0)
(5.183556928367507e-32, 4.0)
(1.8040359547046113e-32, 5.0)
(9.877923015283707e-33, 4.0)
(1.0702073337889593e-32, 2.0)
(3.0741404683827635e-32, 3.0)
(1.9236037715129967e-32, 3.0)
(8.66195039662716e-32, 4.0)
(1.156895212658205e-31, 5.0)
(1.0956951171724395e-31, 4.0)
(1.0911314643828734e-31, 4.0)
(3.7240487445834757e-32, 1.0)
(6.990911586451774e-33, 2.0)
(1.5928456151021742e-32, 1.0)
(2.5111584346546756e-31, 3.0)
(4.1325954716533546e-32, 5.0)
(1.0717657525363808e-31, 5.0)
(5.58898090438776e-32, 3.0)
(2.96782256483172e-31, 5.0)
(4.833509332696729e-33, 3.0)
(1.1144228718605637e-31, 4.0)
(2.604956855193281e-31, 5.0)
(2.2947020764621813e-32, 4.0)
(3.444360342224233e-32, 3.0)
(1.411101173616172e-33, 1.0)
(6.85736309816631e-32, 5.0)
(1.2466149194717774e-32, 4.0)
(2.1915223878641078e-32, 3.0)
(3.193138333127152e-32, 4.0)
(3.4861586244161476e-33, 3.0)
(1.3184969993565356e-32, 3.0)
(2.7212548597247186e-32, 4.0)
(2.74093733196466e-32, 1.0)
(6.475642521278011e-32, 3.0)
(3.4541152165526963e-34, 1.0)
(1.0995467329108044e-31, 4.0)
(3.2428486190860912e-31, 5.0)
(3.9118918668898505e-33, 3.0)
(1.3529271117903225e-30, 5.0)
(1.2502705199281138e-32, 2.0)
(5.050573060810489e-32, 5.0)
(1.239835621766252e-32, 1.0)
(9.535690785022937e-33, 4.0)
(2.677440400309533e-32, 4.0)
(4.4149855607473285e-32, 3.0)
(8.517731190963033e-33, 3.0)
(4.625085467272306e-33, 3.0)
(7.955981893936727e-33, 1.0)
(8.597863010376963e-33, 4.0)
(1.0735946356335682e-31, 3.0)
(2.4476796681766698e-33, 1.0)
(4.86493349034123e-32, 1.0)
(8.063424972285638e-32, 5.0)
(5.031414830853902e-32, 5.0)
(6.64718918824403e-33, 1.0)
(1.1709444410204258e-32, 4.0)
(5.635320358864484e-32, 2.0)
(4.564619752323529e-32, 1.0)
(8.375287390045706e-32, 5.0)
(1.193519389783299e-32, 3.0)
(5.1246148530903315e-33, 1.0)
(2.574820138961878e-32, 1.0)
(6.255649501743529e-33, 3.0)
(1.3617113007846128e-33, 1.0)
(5.826959206916221e-33, 5.0)
(4.400684943502005e-33, 1.0)
(2.185000357632353e-32, 1.0)
(2.5093069116274073e-31, 3.0)
(9.135404432294139e-32, 3.0)
(6.1300299582240675e-33, 1.0)
(1.9204967316868277e-32, 4.0)
(2.9217565313652557e-32, 2.0)
(1.0960692820142528e-32, 4.0)
(2.74093733196466e-32, 3.0)
(2.340980511505005e-32, 2.0)
(4.4238178477640465e-33, 4.0)
(8.375287390045706e-32, 3.0)
(1.2829846427844913e-32, 3.0)
(6.504413283459466e-33, 3.0)
(4.455806481257249e-33, 3.0)
(2.2731278260236451e-32, 4.0)
(5.899736158194507e-33, 4.0)
(1.3140282955880902e-33, 3.0)
(1.5858105671286313e-32, 3.0)
(1.1630546021827748e-31, 5.0)
(6.657297919773355e-33, 1.0)
(1.6790587959700524e-32, 5.0)
(8.58538000001337e-33, 3.0)
(2.73185828069929e-33, 3.0)
(1.8324552851367679e-31, 3.0)
(1.060226427063082e-31, 5.0)
(7.584610686759836e-33, 5.0)
(1.8026830722301094e-32, 4.0)
(3.223982924572426e-34, 1.0)
(1.3437336907163318e-32, 4.0)
(1.6420477147069877e-31, 5.0)
(7.763165180750544e-32, 5.0)
(7.961488955940203e-33, 4.0)
(1.2605925452152083e-32, 3.0)
(6.251009109011556e-33, 4.0)
(2.2774615580409672e-32, 4.0)
(1.6247262014575798e-31, 5.0)
(6.176912862198799e-33, 3.0)
(5.330881464366903e-32, 5.0)
(7.364270248847871e-33, 4.0)
(6.021784846322322e-32, 5.0)
(9.023221860036615e-32, 5.0)
(6.672492611938549e-33, 4.0)
(7.762493138815661e-32, 1.0)
(1.903142122822124e-32, 3.0)
(1.2536425884305716e-32, 3.0)
(1.0761721741185536e-32, 1.0)
(4.945105349383054e-32, 3.0)
(1.0162884485727928e-32, 3.0)
(2.0502823423437e-31, 4.0)
(4.249132111553043e-33, 3.0)
(4.0166917129821826e-33, 5.0)
(6.953575896358222e-33, 3.0)
(9.6107025239044e-32, 3.0)
(3.948237247492268e-32, 3.0)
(4.6133529415735047e-32, 4.0)
(1.1028353781886119e-32, 4.0)
(3.36682018829295e-32, 3.0)
(3.052111793297318e-32, 5.0)
(4.5633448312571114e-34, 1.0)
(3.265311701883078e-33, 4.0)
(3.0488929358876475e-33, 3.0)
(1.617398923511116e-31, 5.0)
(7.314323777401698e-31, 5.0)
(1.0217690605140378e-32, 5.0)
(8.13369979541145e-32, 5.0)
(5.0309688099763974e-33, 4.0)
(4.381693205956225e-33, 3.0)
(5.5489849855459236e-33, 3.0)
(2.6962228727600775e-32, 5.0)
(2.4105424672835248e-32, 4.0)
(9.106695987559316e-33, 2.0)
(5.656561249657805e-33, 4.0)
(2.7162902650976764e-32, 5.0)
(5.131544961780754e-33, 4.0)
(8.760629203942021e-33, 5.0)
(7.588226609969703e-32, 1.0)
(5.211091159926185e-32, 5.0)
(2.0557029989734953e-32, 4.0)
(8.146771125630587e-33, 3.0)
(1.0343029395587568e-31, 3.0)
(5.393474675182044e-33, 3.0)
(2.208076455822974e-31, 4.0)
(1.5998822541460283e-30, 5.0)
(6.667707885248781e-33, 3.0)
(1.036156548437482e-31, 4.0)
(8.983068295136722e-32, 4.0)
(3.25745675815911e-33, 1.0)
(2.7754090470731775e-33, 4.0)
(4.4798439332678354e-32, 1.0)
(2.8236048759336494e-32, 4.0)
(1.2382644933550258e-32, 3.0)
(6.994955518639645e-33, 4.0)
(4.1629384536029e-32, 3.0)
(1.381547009333378e-32, 4.0)
(1.0139345830713549e-31, 5.0)
(5.582307757942398e-33, 3.0)
(2.2830807230233426e-32, 5.0)
(1.0055511009382481e-32, 3.0)
(6.52932775376022e-34, 1.0)
(9.502448125102574e-33, 3.0)
(5.248210861221035e-31, 5.0)
(1.420272558351426e-32, 3.0)
(9.701963197805829e-33, 3.0)
(6.38477779721202e-33, 3.0)
(2.2947020764621816e-32, 4.0)
(2.1053992659561484e-32, 5.0)
(1.6658425826902987e-32, 5.0)
(9.759166680224576e-33, 5.0)
(1.7783603621156644e-33, 3.0)
(1.7197630147015614e-32, 3.0)
(3.9696264971920196e-32, 3.0)
(4.736115145805167e-33, 4.0)
(1.8183364588971418e-32, 4.0)
(4.492269912523705e-32, 5.0)
(2.0513360807814885e-32, 3.0)
(1.2584409922765999e-34, 3.0)
(1.611451209804532e-32, 4.0)
(5.298415758811684e-32, 3.0)
(2.106130736931783e-32, 5.0)
(1.2847453680542424e-32, 1.0)
(1.2130293880595264e-32, 4.0)
(1.4467668752444425e-32, 4.0)
(3.7224475155341643e-32, 5.0)
(8.37575764920032e-33, 3.0)
(4.3098197636638186e-32, 4.0)
(2.1595028981055628e-33, 1.0)
(2.902132599003411e-31, 4.0)
(4.106243452717055e-32, 3.0)
(5.4984810840678166e-33, 5.0)
(4.940542872355379e-32, 5.0)
(2.7233182378721726e-32, 1.0)
(5.232231215437586e-34, 1.0)
(6.869906908733563e-32, 5.0)
(1.0171979261430775e-32, 4.0)
(3.055670932935601e-31, 5.0)
(1.1453901162319595e-32, 4.0)
(2.9615535271418107e-33, 2.0)
(3.830035738260712e-32, 4.0)
(9.212651648521333e-33, 3.0)
(3.741685338238324e-32, 3.0)
(1.9417101575204843e-31, 4.0)
(1.4605501104151432e-34, 3.0)
(1.0261906691854489e-31, 5.0)
(1.4665193021852102e-31, 5.0)
(9.885368577760909e-33, 5.0)
(3.639275571482866e-33, 3.0)
(1.415993492261633e-32, 4.0)
(3.7324886960141226e-33, 3.0)
(2.4496880257731518e-32, 4.0)
(2.398999665835371e-31, 4.0)
(2.0896122870952794e-32, 2.0)
(1.2421127941865819e-33, 2.0)
(2.4119225991239307e-31, 4.0)
(6.278020350018677e-33, 3.0)
(6.711992124641378e-34, 3.0)
(1.9562420736377495e-32, 3.0)
(4.990100033925775e-33, 3.0)
(1.3868857993373558e-32, 3.0)
(2.5685262667632586e-33, 1.0)
(5.290456214884069e-33, 4.0)
(7.325279266044777e-33, 4.0)
(2.1414290109325296e-32, 4.0)
(3.9118918668898505e-33, 3.0)
(4.317246055299774e-33, 4.0)
(4.0773589247407714e-32, 5.0)
(3.444744936166179e-32, 5.0)
(8.692906552405974e-34, 3.0)
(1.4605501104151434e-34, 1.0)
(3.162455708811676e-32, 3.0)
(2.376562774934984e-32, 4.0)
(8.164561720810304e-33, 3.0)
(4.4611664850466035e-33, 3.0)
RMSE (validation) = 2.985791 for the model trained with rank = 16, lambda = 10.0, and numIter = 20.
begin predictions
Rating(user=964, product=1148, rating=3.2343467689434537)
Rating(user=697, product=1148, rating=0.7435782076509928)
Rating(user=750, product=1148, rating=3.235600808450355)
Rating(user=1027, product=1148, rating=2.001005354339206)
Rating(user=699, product=1148, rating=3.2947358915700704)
Rating(user=192, product=1216, rating=3.918692313404201)
Rating(user=356, product=1216, rating=3.904305220178623)
Rating(user=1049, product=1216, rating=3.8779158771699107)
Rating(user=310, product=1216, rating=3.9360503777455462)
Rating(user=241, product=1016, rating=3.9977494620585685)
Rating(user=280, product=1444, rating=2.140174567422361)
Rating(user=990, product=1444, rating=4.648231887339257)
Rating(user=766, product=1444, rating=4.615118939879813)
Rating(user=674, product=1444, rating=4.563984472993769)
Rating(user=339, product=1444, rating=4.638568205893188)
Rating(user=687, product=1444, rating=5.149332614845762)
Rating(user=817, product=1496, rating=2.8645112800244665)
Rating(user=1022, product=1496, rating=1.0018006401089448)
Rating(user=322, product=1004, rating=3.482698093955047)
Rating(user=1066, product=1004, rating=2.5762249476409074)
Rating(user=152, product=1288, rating=2.947770129236062)
Rating(user=341, product=1288, rating=0.5095107165974405)
Rating(user=990, product=1288, rating=2.9683645391810365)
Rating(user=870, product=1288, rating=2.51374105026349)
Rating(user=626, product=1460, rating=4.5484922556480125)
Rating(user=542, product=1460, rating=4.444279130633144)
Rating(user=787, product=1460, rating=4.904850664391472)
Rating(user=357, product=1212, rating=3.9126391069086157)
Rating(user=935, product=1212, rating=3.7482994181580187)
Rating(user=1091, product=1212, rating=3.8856811419048523)
Rating(user=584, product=1428, rating=4.725683303907522)
Rating(user=125, product=1428, rating=2.8658854610492783)
Rating(user=846, product=1428, rating=5.033522569836223)
Rating(user=1017, product=1096, rating=2.9120309283422747)
Rating(user=828, product=1332, rating=0.30216293399526206)
Rating(user=628, product=1332, rating=1.0036544581787368)
Rating(user=392, product=1332, rating=1.0107914827643236)
Rating(user=469, product=1332, rating=0.9930821955601037)
Rating(user=270, product=1332, rating=0.9579354273044511)
Rating(user=447, product=1332, rating=0.964518062805735)
Rating(user=707, product=1332, rating=0.9912657449483657)
Rating(user=752, product=1420, rating=2.0909622161730095)
Rating(user=330, product=1420, rating=0.8876743968918963)
Rating(user=126, product=1420, rating=3.7802899042859264)
Rating(user=274, product=1420, rating=3.827414243624137)
Rating(user=839, product=1420, rating=3.92466653629146)
Rating(user=934, product=1308, rating=3.4914815593182995)
Rating(user=894, product=1308, rating=3.0704163097229045)
Rating(user=602, product=1308, rating=3.0728753120066123)
Rating(user=239, product=1308, rating=3.4665660856174974)
Rating(user=652, product=1396, rating=3.9378004402411997)
Rating(user=242, product=1396, rating=3.9596156408519207)
Rating(user=512, product=1108, rating=2.9904537636742723)
Rating(user=302, product=1108, rating=0.3913120268985527)
Rating(user=620, product=1132, rating=3.3324773532864618)
Rating(user=514, product=1132, rating=3.3895044464384654)
Rating(user=735, product=1132, rating=3.562951202145199)
Rating(user=596, product=1256, rating=2.9998725192029743)
Rating(user=514, product=1256, rating=2.9868836265580545)
Rating(user=546, product=1256, rating=2.9144631219563983)
Rating(user=727, product=1256, rating=2.9342116574750388)
Rating(user=559, product=1256, rating=2.9656018112404143)
Rating(user=948, product=1433, rating=4.518075161069696)
Rating(user=553, product=1433, rating=4.650249946018223)
Rating(user=1054, product=1433, rating=4.125053856836257)
Rating(user=227, product=1433, rating=4.661377791358487)
Rating(user=645, product=1217, rating=3.9258122372584117)
Rating(user=236, product=1253, rating=2.6897591228459654)
Rating(user=1069, product=1253, rating=2.7856286124139262)
Rating(user=134, product=1253, rating=2.9651828188135743)
Rating(user=643, product=1253, rating=2.7718776131739986)
Rating(user=587, product=1253, rating=2.8294222431357197)
Rating(user=160, product=1161, rating=2.921901051461986)
Rating(user=1006, product=1157, rating=2.8161858159586437)
Rating(user=684, product=1133, rating=4.036069383066403)
Rating(user=508, product=1133, rating=2.6426564118547513)
Rating(user=267, product=1133, rating=2.4341720964149047)
Rating(user=628, product=1413, rating=3.972249098164973)
Rating(user=717, product=1413, rating=3.9415479859041187)
Rating(user=842, product=1413, rating=1.152943439086435)
Rating(user=622, product=1413, rating=3.8855912315573478)
Rating(user=238, product=1413, rating=3.6261082876349344)
Rating(user=1086, product=1413, rating=3.8953782251117084)
Rating(user=482, product=1245, rating=3.0170402523075275)
Rating(user=430, product=1245, rating=2.854016937016865)
Rating(user=396, product=1105, rating=2.961762195557776)
Rating(user=268, product=1105, rating=2.952450033439597)
Rating(user=453, product=1105, rating=2.916070789111482)
Rating(user=974, product=1105, rating=2.9186305756502264)
Rating(user=918, product=1105, rating=2.9031354087339656)
Rating(user=970, product=1105, rating=2.972559735327567)
Rating(user=688, product=1101, rating=2.93887148785551)
Rating(user=1100, product=1101, rating=2.690830945339991)
Rating(user=380, product=1101, rating=2.9470093058557447)
Rating(user=885, product=1101, rating=2.9480033414054567)
Rating(user=582, product=1101, rating=2.917714951938457)
Rating(user=330, product=1101, rating=0.6745490978639139)
Rating(user=198, product=1101, rating=2.8225815095802766)
Rating(user=957, product=1437, rating=5.05807827872105)
Rating(user=749, product=1437, rating=4.902888803172409)
Rating(user=130, product=1437, rating=4.899529569966386)
Rating(user=307, product=1437, rating=0.6989898298414257)
Rating(user=892, product=1453, rating=4.5998494079062535)
Rating(user=529, product=1453, rating=4.611183675163542)
Rating(user=649, product=1453, rating=4.863324240100426)
Rating(user=401, product=1453, rating=4.590465708146304)
Rating(user=1026, product=1453, rating=4.917598306576865)
Rating(user=854, product=1453, rating=4.5975177213888285)
Rating(user=1038, product=1453, rating=4.9002387416533635)
Rating(user=643, product=1453, rating=4.636487799159958)
Rating(user=332, product=1141, rating=3.04388785514803)
Rating(user=924, product=1141, rating=3.5872895368583135)
Rating(user=137, product=1141, rating=3.4280701345148157)
Rating(user=817, product=1141, rating=3.9625430576316685)
Rating(user=1001, product=1141, rating=3.568245355564769)
Rating(user=574, product=1141, rating=3.060657180604955)
Rating(user=482, product=1141, rating=3.04388785514803)
Rating(user=732, product=1441, rating=4.820664431698292)
Rating(user=672, product=1441, rating=4.952049588519758)
Rating(user=504, product=1441, rating=4.782218816704476)
Rating(user=977, product=1441, rating=4.881614037777147)
Rating(user=425, product=1441, rating=4.867741389824602)
Rating(user=747, product=1441, rating=4.972896433671611)
Rating(user=736, product=1493, rating=2.6723497725356777)
Rating(user=504, product=1493, rating=2.699262130601606)
Rating(user=200, product=1493, rating=2.735337379723821)
Rating(user=329, product=1493, rating=2.3402766005337745)
Rating(user=1009, product=1493, rating=2.8153136956647655)
Rating(user=822, product=1493, rating=0.9530559698495901)
Rating(user=734, product=1493, rating=2.707762748006299)
Rating(user=638, product=1493, rating=2.6513691372818755)
Rating(user=714, product=1493, rating=2.8029638490676847)
Rating(user=595, product=1493, rating=2.6238020861348663)
Rating(user=1029, product=1129, rating=3.1958415421522983)
Rating(user=375, product=1129, rating=3.473506861252662)
Rating(user=499, product=1129, rating=3.742934011374916)
Rating(user=470, product=1470, rating=2.79032719056842)
Rating(user=618, product=1470, rating=2.8270088261935378)
Rating(user=998, product=1470, rating=0.5982537339303053)
Rating(user=419, product=1470, rating=3.108390947049815)
Rating(user=747, product=1470, rating=2.8464341894100005)
Rating(user=140, product=1054, rating=2.9605232974733275)
Rating(user=1032, product=1054, rating=2.9662371526864733)
Rating(user=488, product=1054, rating=3.018043207109287)
Rating(user=1065, product=1054, rating=2.6927900274719603)
Rating(user=802, product=1054, rating=2.7327514844014833)
Rating(user=801, product=1146, rating=3.0922176217246444)
Rating(user=506, product=1146, rating=3.606908380527345)
Rating(user=570, product=1146, rating=2.956628555992926)
Rating(user=320, product=1298, rating=2.6973699418339607)
Rating(user=928, product=1298, rating=2.1560032008279486)
Rating(user=439, product=1298, rating=2.9097185057590607)
Rating(user=255, product=1342, rating=0.9030334613971746)
Rating(user=519, product=1342, rating=0.729419311152451)
Rating(user=1064, product=1274, rating=2.8844728191950626)
Rating(user=864, product=1274, rating=2.8183820666416377)
Rating(user=693, product=1274, rating=1.4716226199897648)
Rating(user=234, product=1274, rating=0.5456454552257418)
Rating(user=712, product=1378, rating=3.7187843512587357)
Rating(user=280, product=1378, rating=1.9557554289746129)
Rating(user=440, product=1050, rating=3.5457563223510333)
Rating(user=172, product=1050, rating=3.8458051301037406)
Rating(user=488, product=1050, rating=3.6858174418553484)
Rating(user=708, product=1458, rating=4.575852691790762)
Rating(user=194, product=1458, rating=4.543760122184765)
Rating(user=970, product=1458, rating=4.568050277191353)
Rating(user=575, product=1458, rating=4.445393628795579)
Rating(user=796, product=1194, rating=4.007572988680163)
Rating(user=500, product=1194, rating=3.8545887486263495)
Rating(user=626, product=1194, rating=3.76176824288944)
Rating(user=722, product=1194, rating=3.9500623518624303)
Rating(user=994, product=1194, rating=3.2653384745919887)
Rating(user=570, product=1194, rating=3.8889118347403975)
Rating(user=1063, product=1194, rating=3.921723216901324)
Rating(user=762, product=1402, rating=3.9314627806525735)
Rating(user=114, product=1402, rating=3.8984375429752562)
Rating(user=692, product=1206, rating=3.8119290669144865)
Rating(user=750, product=1206, rating=3.8205196887120634)
Rating(user=422, product=1206, rating=3.8633522144847885)
Rating(user=640, product=1238, rating=2.914212450029395)
Rating(user=640, product=1238, rating=2.914212450029395)
Rating(user=593, product=1238, rating=2.9006380857272474)
Rating(user=974, product=1338, rating=0.9912620411814103)
Rating(user=1006, product=1338, rating=1.0026779683588496)
Rating(user=546, product=1338, rating=1.0034337226570762)
Rating(user=494, product=1338, rating=0.6924417619476828)
Rating(user=394, product=1338, rating=0.9998627472098474)
Rating(user=191, product=1338, rating=0.966942159877636)
Rating(user=1060, product=1446, rating=4.965695519311631)
Rating(user=756, product=1446, rating=3.8984058266428256)
Rating(user=533, product=1446, rating=4.876279426300391)
Rating(user=589, product=1446, rating=3.732211168435802)
Rating(user=141, product=1446, rating=4.928683799465274)
Rating(user=505, product=1134, rating=2.33689928857234)
Rating(user=566, product=1134, rating=2.516371207910444)
Rating(user=642, product=1134, rating=2.5339446177525793)
Rating(user=674, product=1062, rating=2.434426642737207)
Rating(user=542, product=1062, rating=2.1314946511879502)
Rating(user=1095, product=1062, rating=2.434426642737207)
Rating(user=1078, product=1114, rating=1.626734860312336)
Rating(user=662, product=1114, rating=3.014788452209239)
Rating(user=344, product=1110, rating=2.9800628295260783)
Rating(user=596, product=1110, rating=2.9042164800323507)
Rating(user=510, product=1110, rating=2.7247425539790564)
Rating(user=849, product=1263, rating=2.919336402464566)
Rating(user=397, product=1263, rating=2.85392036162383)
Rating(user=1094, product=1263, rating=1.694658099526705)
Rating(user=1076, product=1223, rating=2.2279041385114087)
Rating(user=509, product=1223, rating=2.8945784628194264)
